Order_ID,Customer_ID,Product_ID,Order_Date,Shipping_Date,Quantity,Sales,Profit,Discount,Payment_Mode,Order_Status,Rating
100582,1962,502,2024-04-08,2024-04-10,1,6019.62,1638.62,5,UPI,Delivered,4.0
100583,1721,529,2025-07-13,2025-07-20,1,565.0,76.0,10,Cash,Delivered,5.0
100584,1355,552,2025-10-19,2025-10-24,4,14386.5,1258.5,5,Card,Delivered,5.0
100585,1539,533,2024-12-26,2024-12-29,5,23401.72,1796.72,20,UPI,Delivered,5.0
100586,1863,599,2025-10-02,2025-10-06,1,4613.52,456.52,20,UPI,Delivered,5.0
100587,1901,516,2024-04-30,2024-05-04,2,13839.8,4319.8,0,UPI,Delivered,4.0
100588,1053,556,2024-10-23,2024-10-30,3,10184.88,1238.88,15,Net Banking,Delivered,4.0
100589,1943,535,2024-10-21,2024-10-22,5,22949.4,4684.4,20,Card,Delivered,5.0
100590,1954,559,2024-11-15,2024-11-19,5,8785.75,1825.75,0,Card,Delivered,5.0
100591,1737,568,2024-09-26,2024-10-02,1,4341.09,815.09,0,UPI,Delivered,4.0
100592,1607,511,2026-02-22,2026-02-23,2,11829.02,3565.02,5,Cash,Delivered,5.0
100593,1484,538,2025-11-10,2025-11-11,2,7318.6,470.6,15,Cash,Delivered,5.0
100594,1340,511,2025-12-20,2025-12-27,1,5603.22,1471.22,10,Cash,Cancelled,
100595,1663,542,2025-09-04,2025-09-10,5,4821.3,1721.3,0,UPI,Delivered,5.0
100596,1071,556,2026-01-10,2026-01-11,1,3994.07,1012.07,0,UPI,Delivered,4.0
100597,1700,504,2025-05-04,2025-05-07,2,4933.7,1453.7,0,Net Banking,Delivered,4.0
100598,1869,514,2024-07-19,2024-07-24,5,21480.56,2855.56,15,Card,Delivered,5.0
100599,1956,594,2024-02-23,2024-02-27,4,17429.3,945.3,30,Card,Delivered,5.0
100600,1911,589,2024-04-28,2024-05-02,1,5746.23,779.23,20,UPI,Cancelled,
100601,1596,581,2024-07-17,2024-07-20,4,9775.52,1843.52,0,UPI,Delivered,4.0
100602,1059,551,2025-02-26,2025-03-04,5,19125.28,3765.28,20,Net Banking,Delivered,5.0
100603,1620,596,2024-09-12,2024-09-19,1,5085.8,1083.8,0,UPI,Delivered,5.0
100604,1450,527,2024-11-17,2024-11-20,5,13710.58,-549.42,30,UPI,Delivered,5.0
100605,1413,558,2025-02-11,2025-02-15,1,116.4,-8.6,30,Card,Delivered,4.0
100606,1817,572,2025-05-21,2025-05-27,3,1943.04,200.04,5,UPI,Delivered,4.0
100607,1056,501,2025-07-18,2025-07-21,2,522.05,114.05,20,Card,Delivered,4.0
100608,1675,556,2024-04-16,2024-04-17,3,10184.88,1238.88,15,UPI,Delivered,5.0
100609,1564,515,2024-07-27,2024-07-29,5,9404.81,2184.81,5,UPI,Delivered,5.0
100610,1372,581,2026-01-12,2026-01-19,2,4887.76,921.76,0,Card,Returned,2.0
100611,1558,570,2025-04-09,2025-04-10,1,4053.12,112.12,15,Card,Delivered,4.0
100612,1868,507,2024-11-03,2024-11-10,1,1954.75,647.75,0,Card,Delivered,5.0
100613,1224,518,2026-06-02,2026-06-06,4,19988.97,3380.97,15,UPI,Delivered,4.0
100614,1292,590,2025-03-17,2025-03-22,1,3046.59,285.59,30,UPI,Delivered,5.0
100615,1027,593,2024-01-27,2024-02-01,3,5961.87,546.87,10,Net Banking,Delivered,5.0
100616,1343,593,2024-12-15,2024-12-21,5,9384.42,359.42,15,Cash,Delivered,5.0
100617,1277,590,2026-02-09,2026-02-10,1,3481.82,720.82,20,Card,Delivered,5.0
100618,1499,570,2026-05-29,2026-06-03,4,16212.49,448.49,15,Card,Delivered,5.0
100619,1669,560,2024-06-15,2024-06-19,4,14518.76,-673.24,30,UPI,Cancelled,
100620,1942,523,2024-01-16,2024-01-19,3,9360.99,1569.99,0,Net Banking,Cancelled,
100621,1496,523,2024-10-29,2024-11-01,5,13261.4,276.4,15,UPI,Delivered,4.0
100622,1197,519,2024-09-13,2024-09-20,5,16045.35,2420.35,0,UPI,Delivered,5.0
100623,1019,537,2024-09-27,2024-10-04,2,4598.02,1064.02,15,Card,Delivered,5.0
100624,1683,533,2025-01-02,2025-01-06,5,27789.54,6184.54,5,UPI,Delivered,5.0
100625,1966,521,2025-09-16,2025-09-21,3,14124.81,3303.81,0,Net Banking,Delivered,4.0
100626,1007,516,2024-09-22,2024-09-29,4,26295.62,7255.62,5,Net Banking,Delivered,4.0
100627,1301,598,2025-11-02,2025-11-03,2,11225.6,2615.6,0,Card,Delivered,4.0
100628,1461,555,2025-03-26,2025-03-31,3,12482.19,4007.19,0,Cash,Delivered,4.0
100629,1406,551,2024-09-22,2024-09-25,1,3346.92,274.92,30,Card,Delivered,5.0
100630,1479,552,2024-02-15,2024-02-20,2,6814.66,250.66,10,UPI,Delivered,5.0
100631,1138,537,2024-03-20,2024-03-22,2,4868.5,1334.5,10,Card,Delivered,5.0
100632,1308,546,2024-03-14,2024-03-20,4,8244.47,704.47,10,Net Banking,Delivered,4.0
100633,1548,529,2024-12-09,2024-12-13,3,1600.84,133.84,15,Card,Returned,2.0
100634,1662,572,2024-06-13,2024-06-16,1,613.59,32.59,10,UPI,Delivered,5.0
100635,1605,502,2025-09-15,2025-09-17,3,15207.46,2064.46,20,Net Banking,Delivered,5.0
100636,1113,502,2025-12-30,2026-01-02,2,10771.95,2009.95,15,Card,Delivered,4.0
100637,1207,583,2025-01-25,2025-02-01,1,5524.31,1450.31,0,Card,Returned,1.0
100638,1040,599,2025-08-11,2025-08-17,5,20184.15,-600.85,30,Net Banking,Delivered,5.0
100639,1300,517,2025-06-24,2025-07-01,1,4487.4,489.4,20,UPI,Delivered,5.0
100640,1364,555,2024-10-02,2024-10-04,5,18723.28,4598.28,10,Net Banking,Delivered,4.0
100641,1674,576,2025-01-05,2025-01-07,4,21519.79,3739.79,10,UPI,Delivered,4.0
100642,1668,509,2026-01-20,2026-01-24,3,2712.6,738.6,0,Cash,Delivered,5.0
100643,1121,503,2025-10-31,2025-11-04,5,37284.51,12599.51,5,Card,Delivered,5.0
100644,1991,510,2026-04-26,2026-04-28,5,8254.12,1499.12,5,Card,Delivered,5.0
100645,1081,563,2024-05-21,2024-05-26,3,3550.93,1066.93,10,UPI,Delivered,4.0
100646,1988,514,2025-06-01,2025-06-03,5,21480.56,2855.56,15,Net Banking,Delivered,5.0
100647,1083,516,2026-06-16,2026-06-20,1,6573.9,1813.9,5,Card,Delivered,4.0
100648,1118,576,2025-04-26,2025-05-02,1,5678.83,1233.83,5,UPI,Delivered,5.0
100649,1593,518,2024-06-19,2024-06-20,2,9406.58,1102.58,20,Cash,Delivered,5.0
100650,1222,532,2024-12-28,2024-12-30,4,14788.0,204.0,30,UPI,Delivered,5.0
100651,1186,599,2026-04-24,2026-04-27,5,23067.6,2282.6,20,UPI,Delivered,5.0
100652,1149,529,2026-01-26,2026-01-29,4,2134.45,178.45,15,UPI,Delivered,5.0
100653,1490,541,2026-02-14,2026-02-18,2,8579.45,419.45,30,Cash,Delivered,5.0
100654,1221,503,2025-06-05,2025-06-06,2,15698.74,5824.74,0,Card,Delivered,4.0
100655,1537,517,2025-01-23,2025-01-26,4,21315.15,5323.15,5,Cash,Delivered,5.0
100656,1243,569,2024-04-09,2024-04-11,3,15076.06,3694.06,15,Net Banking,Delivered,5.0
100657,1954,590,2025-08-16,2025-08-21,4,15668.17,4624.17,10,UPI,Delivered,4.0
100658,1378,528,2024-05-26,2024-05-27,2,7743.41,401.41,15,Card,Delivered,5.0
100659,1769,561,2024-04-11,2024-04-14,3,8505.74,1281.74,5,UPI,Delivered,4.0
100660,1643,546,2024-06-22,2024-06-25,3,5496.31,-158.69,20,Card,Delivered,5.0
100661,1085,516,2024-05-24,2024-05-25,2,11071.84,1551.84,20,UPI,Delivered,5.0
100662,1589,562,2024-02-10,2024-02-15,5,28356.84,4496.84,5,UPI,Delivered,5.0
100663,1276,509,2024-07-27,2024-07-30,5,3842.85,552.85,15,Net Banking,Delivered,5.0
100664,1393,514,2024-10-29,2024-10-30,1,4296.11,571.11,15,UPI,Delivered,5.0
100665,1370,578,2024-05-20,2024-05-23,1,3385.32,968.32,10,UPI,Delivered,5.0
100666,1503,579,2024-03-17,2024-03-20,2,9109.12,1771.12,20,Card,Delivered,5.0
100667,1055,599,2025-11-19,2025-11-26,1,4036.83,-120.17,30,UPI,Delivered,5.0
100668,1822,582,2024-04-12,2024-04-18,5,19881.54,1506.54,10,Net Banking,Delivered,5.0
100669,1394,553,2025-10-03,2025-10-04,1,2998.67,462.67,5,Cash,Delivered,4.0
100670,1585,574,2025-11-20,2025-11-22,3,4783.29,1234.29,15,Card,Delivered,5.0
100671,1977,570,2024-10-16,2024-10-18,2,6675.73,-1206.27,30,Net Banking,Delivered,5.0
100672,1041,529,2026-02-06,2026-02-08,1,533.61,44.61,15,UPI,Delivered,5.0
100673,1266,517,2024-07-01,2024-07-02,4,15705.9,-286.1,30,Card,Delivered,4.0
100674,1632,548,2025-10-15,2025-10-18,4,12022.14,1254.14,20,UPI,Delivered,4.0
100675,1242,519,2024-08-25,2024-08-28,4,10910.84,10.84,15,UPI,Delivered,4.0
100676,1857,523,2025-05-07,2025-05-10,1,2964.31,367.31,5,Net Banking,Delivered,5.0
100677,1435,550,2024-10-21,2024-10-25,4,2876.62,688.62,10,UPI,Delivered,5.0
100678,1963,596,2024-11-22,2024-11-28,1,4577.22,575.22,10,Net Banking,Delivered,5.0
100679,1160,561,2025-05-10,2025-05-17,4,9550.3,-81.7,20,UPI,Delivered,4.0
100680,1499,536,2025-06-03,2025-06-05,4,6592.8,1352.8,0,Card,Delivered,4.0
100681,1150,547,2025-02-25,2025-03-01,4,11417.61,2685.61,15,UPI,Delivered,5.0
100682,1249,565,2026-01-15,2026-01-17,3,665.22,20.22,30,UPI,Delivered,4.0
100683,1650,504,2025-08-09,2025-08-11,5,11717.54,3017.54,5,Cash,Delivered,4.0
100684,1311,525,2025-09-17,2025-09-20,2,4236.11,-331.89,20,UPI,Delivered,5.0
100685,1313,514,2025-01-23,2025-01-24,3,13646.48,2471.48,10,Card,Delivered,5.0
100686,1522,565,2025-06-15,2025-06-17,3,760.25,115.25,20,Card,Delivered,4.0
100687,1553,575,2026-05-30,2026-06-05,2,3694.75,712.75,10,UPI,Delivered,5.0
100688,1308,557,2024-08-08,2024-08-13,2,1513.42,461.42,0,Cash,Delivered,4.0
100689,1307,556,2024-04-14,2024-04-19,4,13579.84,1651.84,15,UPI,Delivered,4.0
100690,1462,576,2025-10-08,2025-10-15,2,11955.44,3065.44,0,Net Banking,Delivered,4.0
100691,1325,569,2025-11-02,2025-11-06,2,8277.05,689.05,30,UPI,Delivered,5.0
100692,1827,598,2025-05-31,2025-06-06,4,22451.2,5231.2,0,Card,Delivered,5.0
100693,1153,534,2024-06-04,2024-06-05,5,9752.9,1612.9,15,UPI,Delivered,5.0
100694,1108,529,2024-11-27,2024-12-01,5,2197.23,-247.77,30,UPI,Delivered,4.0
100695,1019,506,2024-09-27,2024-10-03,5,17491.13,2406.13,15,UPI,Delivered,5.0
100696,1588,570,2025-02-20,2025-02-25,3,12159.37,336.37,15,Card,Delivered,5.0
100697,1730,568,2025-01-26,2025-01-27,4,12155.05,-1948.95,30,Card,Delivered,4.0
100698,1424,585,2024-04-20,2024-04-24,2,5241.09,573.09,20,Net Banking,Returned,2.0
100699,1293,572,2025-04-02,2025-04-05,4,2181.66,-142.34,20,UPI,Delivered,4.0
100700,1460,596,2025-10-07,2025-10-08,1,4068.64,66.64,20,Card,Delivered,5.0
100701,1599,577,2024-09-12,2024-09-13,2,10982.87,2604.87,15,Card,Delivered,5.0
100702,1360,566,2025-08-03,2025-08-10,2,4359.7,831.7,0,UPI,Delivered,4.0
100703,1928,586,2024-12-11,2024-12-18,2,11758.5,2208.5,0,UPI,Delivered,5.0
100704,1599,594,2024-01-06,2024-01-09,2,9959.6,1717.6,20,UPI,Delivered,5.0
100705,1277,526,2025-10-29,2025-10-31,3,16131.12,1815.12,15,Net Banking,Delivered,5.0
100706,1044,531,2026-01-20,2026-01-21,1,4555.49,562.49,15,Net Banking,Delivered,4.0
100707,1732,540,2024-06-14,2024-06-19,1,2686.02,352.02,5,UPI,Delivered,5.0
100708,1937,525,2025-03-10,2025-03-14,2,3706.6,-861.4,30,Card,Delivered,5.0
100709,1644,573,2025-07-14,2025-07-18,4,723.08,151.08,0,UPI,Delivered,5.0
100710,1737,541,2025-11-23,2025-11-26,5,27576.81,7176.81,10,Card,Delivered,4.0
100711,1826,585,2024-05-24,2024-05-27,5,11464.88,-205.12,30,Card,Delivered,5.0
100712,1129,531,2025-06-15,2025-06-20,3,13666.47,1687.47,15,Cash,Delivered,5.0
100713,1731,535,2026-01-07,2026-01-14,2,10900.96,3594.96,5,UPI,Delivered,5.0
100714,1846,597,2025-03-02,2025-03-04,2,7555.09,1323.09,15,UPI,Delivered,5.0
100715,1195,538,2024-07-11,2024-07-13,1,3444.05,20.05,20,Card,Delivered,4.0
100716,1613,588,2025-08-31,2025-09-02,1,3017.52,267.52,10,UPI,Delivered,5.0
100717,1350,597,2024-01-15,2024-01-17,3,11999.26,2651.26,10,Card,Delivered,5.0
100718,1421,581,2024-11-09,2024-11-12,5,10386.49,471.49,15,Card,Delivered,5.0
100719,1379,555,2024-07-26,2024-07-27,5,19763.47,5638.47,5,UPI,Delivered,4.0
100720,1939,565,2025-07-31,2025-08-01,2,506.83,76.83,20,UPI,Delivered,5.0
100721,1820,551,2026-03-01,2026-03-08,5,19125.28,3765.28,20,Net Banking,Delivered,5.0
100722,1851,573,2025-11-15,2025-11-19,2,343.46,57.46,5,UPI,Delivered,4.0
100723,1681,555,2026-04-02,2026-04-07,2,7905.39,2255.39,5,UPI,Delivered,5.0
100724,1080,553,2024-02-23,2024-02-25,5,13415.08,735.08,15,UPI,Delivered,5.0
100725,1460,582,2026-02-17,2026-02-18,2,7068.99,-281.01,20,Card,Delivered,5.0
100726,1028,571,2024-12-29,2025-01-01,5,21421.76,5216.76,10,Net Banking,Delivered,5.0
100727,1084,565,2024-06-19,2024-06-25,3,665.22,20.22,30,UPI,Delivered,5.0
100728,1899,583,2025-12-12,2025-12-19,3,11601.05,-620.95,30,Card,Delivered,5.0
100729,1008,516,2024-07-01,2024-07-02,3,17645.74,3365.74,15,UPI,Delivered,4.0
100730,1766,544,2025-09-23,2025-09-28,2,5047.81,723.81,15,Cash,Delivered,5.0
100731,1438,505,2024-07-19,2024-07-23,3,12818.64,254.64,20,UPI,Delivered,5.0
100732,1677,596,2025-01-12,2025-01-15,5,25429.0,5419.0,0,UPI,Delivered,4.0
100733,1211,565,2025-05-05,2025-05-09,1,221.74,6.74,30,UPI,Delivered,4.0
100734,1402,548,2025-08-08,2025-08-15,1,2629.84,-62.16,30,Card,Delivered,5.0
100735,1984,541,2025-05-17,2025-05-19,4,17158.9,838.9,30,Net Banking,Delivered,5.0
100736,1740,593,2024-02-09,2024-02-12,1,1766.48,-38.52,20,Card,Delivered,4.0
100737,1697,576,2026-06-10,2026-06-17,2,11955.44,3065.44,0,UPI,Delivered,5.0
100738,1328,553,2025-10-14,2025-10-20,1,2840.84,304.84,10,Cash,Delivered,5.0
100739,1560,563,2024-07-17,2024-07-23,5,4603.06,463.06,30,Net Banking,Delivered,5.0
100740,1237,509,2024-11-20,2024-11-26,2,1446.72,130.72,20,UPI,Delivered,4.0
100741,1191,559,2025-11-11,2025-11-15,4,4920.02,-647.98,30,Net Banking,Delivered,4.0
100742,1029,535,2025-05-28,2025-05-30,3,17212.05,6253.05,0,Card,Delivered,4.0
100743,1370,533,2025-12-06,2025-12-11,4,22231.63,4947.63,5,Cash,Delivered,5.0
100744,1990,546,2024-11-14,2024-11-17,5,10305.59,880.59,10,Net Banking,Delivered,5.0
100745,1924,587,2024-03-29,2024-04-03,4,12973.68,1805.68,0,Card,Delivered,4.0
100746,1353,545,2024-07-09,2024-07-12,5,14924.59,939.59,30,Net Banking,Returned,1.0
100747,1343,538,2024-08-10,2024-08-16,3,10977.9,705.9,15,UPI,Delivered,5.0
100748,1095,537,2026-05-07,2026-05-13,2,3786.61,252.61,30,UPI,Delivered,4.0
100749,1841,565,2025-12-23,2025-12-26,2,570.19,140.19,10,UPI,Delivered,4.0
100750,1324,532,2024-07-11,2024-07-14,2,10034.72,2742.72,5,Card,Returned,2.0
100751,1641,508,2024-09-27,2024-09-28,4,10264.36,2304.36,10,Card,Delivered,4.0
100752,1106,548,2025-04-05,2025-04-12,2,7513.84,2129.84,0,UPI,Returned,2.0
100753,1121,534,2025-08-05,2025-08-07,4,8261.28,1749.28,10,UPI,Delivered,5.0
100754,1243,534,2024-12-16,2024-12-22,5,9179.2,1039.2,20,UPI,Delivered,5.0
100755,1725,537,2026-03-02,2026-03-04,3,7708.45,2407.45,5,UPI,Delivered,4.0
100756,1312,587,2025-11-05,2025-11-11,2,5513.81,-70.19,15,UPI,Delivered,5.0
100757,1249,552,2025-01-21,2025-01-27,5,18929.6,2519.6,0,UPI,Delivered,4.0
100758,1966,539,2024-01-09,2024-01-11,4,18154.57,2546.57,15,UPI,Delivered,5.0
100759,1025,549,2025-01-01,2025-01-04,2,7124.89,978.89,15,UPI,Delivered,5.0
100760,1739,542,2025-09-23,2025-09-27,5,3857.04,757.04,20,Card,Delivered,5.0
100761,1847,572,2024-09-06,2024-09-09,3,1636.25,-106.75,20,UPI,Delivered,5.0
100762,1288,582,2026-06-17,2026-06-19,5,22090.6,3715.6,0,Cash,Delivered,5.0
100763,1404,529,2025-02-14,2025-02-19,1,596.39,107.39,5,Net Banking,Delivered,5.0
100764,1589,568,2025-12-15,2025-12-20,2,6945.74,-106.26,20,UPI,Delivered,4.0
100765,1944,560,2024-02-25,2024-02-26,3,14778.02,3384.02,5,UPI,Delivered,5.0
100766,1554,504,2024-01-01,2024-01-07,2,4687.01,1207.01,5,UPI,Delivered,4.0
100767,1625,532,2024-08-29,2024-09-05,2,8978.43,1686.43,15,Card,Delivered,4.0
100768,1635,580,2026-05-15,2026-05-22,3,21406.62,7450.62,0,Card,Delivered,4.0
100769,1895,570,2025-12-04,2025-12-08,2,8106.25,224.25,15,Card,Delivered,5.0
100770,1471,578,2026-02-20,2026-02-21,4,14293.59,4625.59,5,UPI,Delivered,5.0
100771,1692,563,2024-11-30,2024-12-03,4,4208.51,896.51,20,Card,Delivered,4.0
100772,1447,552,2026-01-28,2026-02-02,1,3596.62,314.62,5,UPI,Delivered,4.0
100773,1652,575,2025-01-05,2025-01-08,5,10263.2,2808.2,0,Cash,Delivered,5.0
100774,1745,568,2025-10-23,2025-10-25,2,7379.85,327.85,15,UPI,Delivered,4.0
100775,1808,528,2024-12-13,2024-12-17,2,7743.41,401.41,15,Card,Delivered,4.0
100776,1211,538,2025-05-07,2025-05-08,3,10977.9,705.9,15,Card,Delivered,4.0
100777,1214,546,2024-04-18,2024-04-22,1,2061.12,176.12,10,Net Banking,Delivered,4.0
100778,1711,555,2026-04-02,2026-04-09,1,3952.69,1127.69,5,UPI,Delivered,5.0
100779,1545,570,2025-04-10,2025-04-11,4,13351.46,-2412.54,30,UPI,Returned,2.0
100780,1281,539,2024-02-25,2024-02-28,4,19222.49,3614.49,10,Net Banking,Delivered,4.0
100781,1263,567,2025-04-06,2025-04-11,3,14223.72,3324.72,15,Cash,Delivered,5.0
100782,1373,528,2024-04-24,2024-05-01,2,7743.41,401.41,15,Card,Delivered,4.0
100783,1333,559,2024-06-02,2024-06-03,3,3690.02,-485.98,30,Net Banking,Delivered,4.0
100784,1288,590,2026-01-15,2026-01-22,4,14797.72,3753.72,15,UPI,Delivered,4.0
100785,1131,555,2025-05-16,2025-05-20,3,12482.19,4007.19,0,UPI,Delivered,5.0
100786,1206,510,2024-12-11,2024-12-17,3,5213.13,1160.13,0,UPI,Delivered,4.0
100787,1761,587,2024-01-18,2024-01-22,3,8757.23,381.23,10,UPI,Delivered,5.0
100788,1283,519,2024-02-07,2024-02-12,4,12194.47,1294.47,5,UPI,Delivered,5.0
100789,1252,564,2024-05-28,2024-06-03,4,17445.74,2993.74,15,Card,Delivered,4.0
100790,1275,541,2025-09-24,2025-09-26,5,24512.72,4112.72,20,UPI,Delivered,4.0
100791,1917,592,2024-05-30,2024-06-04,1,969.6,111.6,15,UPI,Delivered,5.0
100792,1850,540,2025-10-14,2025-10-20,3,7209.84,207.84,15,Card,Delivered,4.0
100793,1234,567,2026-01-08,2026-01-14,1,4741.24,1108.24,15,Card,Returned,1.0
100794,1313,584,2024-11-06,2024-11-11,5,4301.2,-28.8,20,Net Banking,Delivered,4.0
100795,1482,561,2025-01-18,2025-01-23,4,11340.99,1708.99,5,Card,Delivered,5.0
100796,1493,549,2026-03-07,2026-03-09,3,10058.66,839.66,20,Cash,Delivered,5.0
100797,1092,530,2025-11-25,2025-11-28,3,17302.68,2794.68,0,UPI,Delivered,4.0
100798,1069,508,2024-05-12,2024-05-15,3,7270.59,1300.59,15,UPI,Delivered,5.0
100799,1454,586,2024-08-14,2024-08-16,1,4115.47,-659.53,30,UPI,Delivered,4.0
100800,1348,567,2025-12-30,2026-01-04,4,17849.38,3317.38,20,Card,Delivered,5.0
100801,1465,539,2025-05-02,2025-05-07,1,4805.62,903.62,10,UPI,Delivered,4.0
100802,1270,502,2025-04-18,2025-04-25,4,24078.47,6554.47,5,UPI,Delivered,4.0
100803,1750,595,2025-02-16,2025-02-17,5,6760.8,2325.8,0,UPI,Delivered,5.0
100804,1649,590,2024-07-31,2024-08-06,5,19585.22,5780.22,10,Card,Delivered,5.0
100805,1575,546,2025-04-23,2025-04-24,2,3664.21,-105.79,20,Card,Delivered,5.0
100806,1880,513,2025-03-01,2025-03-08,1,5044.01,1419.01,10,UPI,Delivered,5.0
100807,1995,533,2025-07-04,2025-07-06,4,18721.38,1437.38,20,UPI,Returned,1.0
100808,1936,583,2024-08-11,2024-08-13,1,4419.45,345.45,20,Net Banking,Delivered,5.0
100809,1700,525,2026-01-22,2026-01-26,5,11252.17,-167.83,15,Cash,Delivered,4.0
100810,1968,574,2024-10-12,2024-10-15,3,3939.18,390.18,30,Cash,Delivered,5.0
100811,1885,567,2026-02-19,2026-02-25,3,13387.03,2488.03,20,Net Banking,Delivered,4.0
100812,1367,532,2025-05-21,2025-05-28,4,19013.15,4429.15,10,Cash,Delivered,5.0
100813,1205,540,2024-06-30,2024-07-04,3,8482.17,1480.17,0,Card,Delivered,4.0
100814,1677,575,2024-06-25,2024-07-01,1,1744.74,253.74,15,UPI,Delivered,5.0
100815,1094,565,2024-07-12,2024-07-18,1,253.42,38.42,20,Card,Delivered,5.0
100816,1395,590,2024-03-23,2024-03-28,5,15232.94,1427.94,30,Card,Delivered,4.0
100817,1304,558,2024-06-19,2024-06-24,4,465.61,-34.39,30,Card,Delivered,4.0
100818,1098,584,2026-03-19,2026-03-25,4,3440.96,-23.04,20,Cash,Delivered,4.0
100819,1629,562,2025-04-13,2025-04-16,2,11342.73,1798.73,5,UPI,Delivered,5.0
100820,1273,569,2024-05-15,2024-05-18,1,5912.18,2118.18,0,UPI,Delivered,5.0
100821,1449,596,2025-09-09,2025-09-13,2,9663.02,1659.02,5,Net Banking,Returned,1.0
100822,1293,556,2026-05-07,2026-05-10,2,7588.73,1624.73,5,UPI,Delivered,5.0
100823,1244,566,2024-02-03,2024-02-09,4,6975.52,-80.48,20,Net Banking,Cancelled,
100824,1380,595,2024-03-13,2024-03-20,4,4867.78,1319.78,10,Card,Delivered,5.0
100825,1205,582,2025-09-13,2025-09-19,5,15463.42,-2911.58,30,Card,Delivered,5.0
100826,1648,557,2024-10-26,2024-11-02,4,2118.79,14.79,30,Card,Delivered,4.0
100827,1026,576,2025-06-07,2025-06-13,4,20324.25,2544.25,15,Net Banking,Delivered,4.0
100828,1477,511,2026-02-15,2026-02-22,5,31129.0,10469.0,0,Card,Delivered,4.0
100829,1769,522,2024-05-25,2024-05-27,4,10153.11,1641.11,5,Card,Delivered,4.0
100830,1003,552,2025-04-14,2025-04-20,4,14386.5,1258.5,5,Card,Delivered,4.0
100831,1814,573,2024-12-04,2024-12-11,4,506.16,-65.84,30,UPI,Delivered,4.0
100832,1446,543,2024-05-23,2024-05-25,5,10981.58,816.58,10,Card,Delivered,5.0
100833,1460,600,2025-12-31,2026-01-03,3,2447.7,203.7,30,Card,Delivered,5.0
100834,1564,557,2025-03-26,2025-04-01,3,2156.62,578.62,5,UPI,Delivered,5.0
100835,1462,574,2024-10-26,2024-11-02,4,6752.88,2020.88,10,UPI,Delivered,4.0
100836,1258,586,2024-11-06,2024-11-08,5,29396.25,5521.25,0,Card,Delivered,5.0
100837,1443,502,2025-06-13,2025-06-17,4,20276.61,2752.61,20,Card,Delivered,5.0
100838,1522,558,2025-08-24,2025-08-31,5,748.3,123.3,10,Cash,Delivered,4.0
100839,1025,561,2025-10-25,2025-10-27,5,12684.0,644.0,15,UPI,Delivered,5.0
100840,1440,525,2024-03-07,2024-03-10,2,4765.63,197.63,10,Card,Delivered,4.0
100841,1881,522,2026-01-16,2026-01-23,1,1870.31,-257.69,30,Card,Delivered,5.0
100842,1400,548,2025-10-15,2025-10-16,5,17845.37,4385.37,5,UPI,Delivered,4.0
100843,1954,536,2025-10-03,2025-10-04,3,3955.68,25.68,20,Card,Delivered,5.0
100844,1377,561,2026-01-29,2026-02-03,1,2984.47,576.47,0,UPI,Delivered,5.0
100845,1835,559,2026-03-27,2026-04-02,2,2460.01,-323.99,30,UPI,Delivered,5.0
100846,1970,529,2026-01-04,2026-01-08,2,1255.56,277.56,0,Card,Returned,2.0
100847,1531,573,2024-04-03,2024-04-09,2,253.08,-32.92,30,Cash,Delivered,4.0
100848,1964,507,2025-06-19,2025-06-22,1,1857.01,550.01,5,Card,Delivered,5.0
100849,1971,527,2025-04-20,2025-04-21,5,19586.55,5326.55,0,UPI,Delivered,5.0
100850,1660,546,2024-04-29,2024-05-03,1,1946.61,61.61,15,UPI,Delivered,5.0
100851,1608,562,2025-05-13,2025-05-16,5,29849.3,5989.3,0,UPI,Delivered,5.0
100852,1947,549,2025-03-29,2025-04-05,2,6705.78,559.78,20,Card,Delivered,5.0
100853,1743,555,2024-01-01,2024-01-04,4,13314.34,2014.34,20,UPI,Delivered,5.0
100854,1949,573,2025-05-09,2025-05-14,3,379.62,-49.38,30,UPI,Delivered,5.0
100855,1057,534,2024-10-08,2024-10-14,5,9179.2,1039.2,20,Cash,Delivered,5.0
100856,1897,511,2024-07-05,2024-07-09,1,5603.22,1471.22,10,Card,Delivered,5.0
100857,1766,534,2024-07-02,2024-07-03,4,6425.44,-86.56,30,UPI,Delivered,5.0
100858,1217,506,2025-10-15,2025-10-21,5,19548.91,4463.91,5,UPI,Delivered,4.0
100859,1342,592,2024-11-10,2024-11-15,3,3079.89,505.89,10,Card,Delivered,5.0
100860,1266,598,2025-09-16,2025-09-18,5,19644.8,-1880.2,30,Net Banking,Delivered,4.0
100861,1981,510,2026-03-15,2026-03-17,2,2780.34,78.34,20,Card,Delivered,4.0
100862,1249,546,2025-04-30,2025-05-06,5,9733.05,308.05,15,Cash,Delivered,4.0
100863,1590,532,2025-04-28,2025-05-05,3,14259.86,3321.86,10,UPI,Delivered,4.0
100864,1787,557,2026-02-02,2026-02-05,4,2724.16,620.16,10,UPI,Delivered,4.0
100865,1520,546,2026-02-19,2026-02-23,1,1946.61,61.61,15,Cash,Delivered,5.0
100866,1677,572,2026-02-24,2026-02-27,1,477.24,-103.76,30,UPI,Delivered,5.0
100867,1926,567,2026-05-02,2026-05-05,1,5020.14,1387.14,10,Card,Delivered,4.0
100868,1426,501,2026-01-26,2026-01-28,2,522.05,114.05,20,UPI,Delivered,5.0
